A0A024QZ18	uc004dmu.4 human
E9PJE4	uc064rqz.1 human
E9PJE6	uc001lxm.2 human
E9PJE7	uc058bgj.1 human
E9PJE8	uc057xoy.1 human
E9PJE9	uc063mgn.1 human
E9PJF0	uc059tau.1 human
E9PJF1	uc063rpv.1 human
E9PJF2	uc057yxu.1 human
E9PJF3	uc057kee.1 human
E9PJF4	uc058ftv.1 human
E9PJF5	uc058dwc.1 human
E9PJF6	uc057izu.1 human
E9PJF7	uc058wuf.1 human
E9PJF8	uc058ftp.1 human
E9PJF9	uc060goh.1 human
E9PJG0	uc057bdi.1 human
E9PJG1	uc057dax.1 human
E9PJG2	uc058jca.1 human
E9PJG3	uc058gmr.1 human
E9PJG4	uc064kgu.1 human
E9PJG7	uc058htj.1 human
E9PJG8	uc058bzr.1 human
E9PJH1	uc057gfd.1 human
E9PJH3	uc058bhl.1 human
E9PJH4	uc058fng.1 human
E9PJH5	uc057dce.1 human
E9PJH6	uc057fqz.1 human
E9PJH7	uc057xma.1 human
E9PJH8	uc058fop.1 human
E9PJH9	uc059bks.1 human
E9PJI0	uc061luf.1 human
E9PJI1	uc001ofl.4 human
E9PJI2	uc064rgn.1 human
E9PJI3	uc057foy.1 human
E9PJI4	uc058ivu.1 human
E9PJI6	uc059yfy.1 human
E9PJI7	uc059lvj.1 human
E9PJI9	uc058hkw.1 human
E9PJJ0	uc058imf.1 human
E9PJJ2	uc057xzx.1 human
E9PJJ3	uc058dhq.1 human
E9PJJ4	uc058hww.1 human
E9PJJ5	uc058fwn.1 human
E9PJJ8	uc058dsu.1 human
E9PJJ9	uc057yga.1 human
E9PJK0	uc058cly.1 human
E9PJK1	uc057xxn.1 human
E9PJK2	uc058gfr.1 human
E9PJK3	uc057kit.1 human
E9PJK4	uc058gtm.1 human
E9PJK5	uc001mcm.3 human
E9PJK6	uc058che.1 human
E9PJK7	uc057jqg.1 human
E9PJK8	uc057yyi.1 human
E9PJK9	uc058aqs.1 human
E9PJL0	uc057xqm.1 human
E9PJL1	uc058blw.1 human
E9PJL2	uc001lij.4 human
E9PJL3	uc058blp.1 human
E9PJL4	uc058iqc.1 human
E9PJL5	uc058sav.1 human
E9PJL7	uc058hgi.1 human
E9PJL8	uc064nnn.1 human
E9PJL9	uc058eiz.1 human
E9PJM0	uc058hiu.1 human
E9PJM1	uc059aay.1 human
E9PJM2	uc057txx.1 human
E9PJM3	uc058aft.1 human
E9PJM4	uc058bnt.1 human
E9PJM7	uc057yym.1 human
E9PJM8	uc058jhi.1 human
E9PJM9	uc057hrq.1 human
E9PJN0	uc061xjn.1 human
E9PJN1	uc001oaf.4 human
E9PJN2	uc063rnx.1 human
E9PJN3	uc059cdn.1 human
E9PJN4	uc058guc.1 human
E9PJN5	uc059emi.1 human
E9PJN6	uc058ahb.1 human
E9PJN7	uc057goy.1 human
E9PJN8	uc058bvg.1 human
E9PJN9	uc058fno.1 human
E9PJP0	uc057yuu.1 human
E9PJP1	uc058fup.1 human
E9PJP2	uc063rft.1 human
E9PJP3	uc057zlz.1 human
E9PJP4	uc063rji.1 human
E9PJP6	uc058ipx.1 human
E9PJP7	uc057dnn.1 human
E9PJP9	uc058bff.1 human
E9PJQ1	uc058ddb.1 human
E9PJQ2	uc057gao.1 human
E9PJQ3	uc009yqi.2 human
E9PJQ5	uc058fzw.1 human
E9PJQ6	uc058gdc.1 human
E9PJQ7	uc058fjw.1 human
E9PJQ8	uc058dvb.1 human
E9PJR0	uc061aeu.1 human
E9PJR1	uc058doa.1 human
E9PJR2	uc001oeh.4 human
E9PJR3	uc057xib.1 human
E9PJR4	uc064qzn.1 human
E9PJR5	uc058gma.1 human
E9PJR7	uc057xfg.1 human
E9PJR8	uc065aaf.1 human
E9PJS0	uc010dzx.2 human
E9PJS1	uc058ebc.1 human
E9PJS3	uc057dto.1 human
E9PJS6	uc057xdb.1 human
E9PJS7	uc057ifc.1 human
E9PJS8	uc063rff.1 human
E9PJS9	uc058cma.1 human
E9PJT1	uc058gff.1 human
E9PJT2	uc063rqb.1 human
E9PJT3	uc058dtf.1 human
E9PJT4	uc057ymb.1 human
E9PJT5	uc057zcn.1 human
E9PJT6	uc058blt.1 human
E9PJT7	uc058bat.1 human
E9PJT8	uc058bml.1 human
E9PJT9	uc057zja.1 human
E9PJU0	uc057kiu.1 human
E9PJU2	uc058sof.1 human
E9PJU3	uc058jbz.1 human
E9PJU5	uc058foe.1 human
E9PJU7	uc064rrj.1 human
E9PJU8	uc058gof.1 human
E9PJV0	uc058ejy.1 human
E9PJV1	uc058bqa.1 human
E9PJV2	uc058gjx.1 human
E9PJV3	uc058ixk.1 human
E9PJV4	uc058akx.1 human
E9PJV5	uc058cjd.1 human
E9PJV6	uc064uuh.1 human
E9PJV7	uc058jeb.1 human
E9PJV8	uc064rbs.1 human
E9PJV9	uc058fju.1 human
E9PJW0	uc058gvp.1 human
E9PJW1	uc064uug.1 human
E9PJW2	uc058diz.1 human
E9PJW4	uc057hkl.1 human
E9PJW6	uc058drm.1 human
E9PJW8	uc060vjb.1 human
E9PJX0	uc058gho.1 human
E9PJX1	uc058dds.1 human
E9PJX2	uc057fpd.1 human
E9PJX3	uc057lkl.1 human
E9PJX4	uc010ske.4 human
E9PJX5	uc064kgb.1 human
E9PJX8	uc064evn.1 human
E9PJX9	uc064rqr.1 human
E9PJY0	uc057xmh.1 human
E9PJY1	uc058bgf.1 human
E9PJY3	uc058gmv.1 human
E9PJY4	uc060gol.1 human
E9PJY5	uc057yud.1 human
E9PJY7	uc058eky.1 human
E9PJY9	uc057kwv.1 human
E9PJZ0	uc058chu.1 human
E9PJZ1	uc057ibj.1 human
E9PJZ2	uc001oje.2 human
E9PJZ3	uc064rqq.1 human
E9PJZ4	uc058goi.1 human
E9PJZ5	uc058gyq.1 human
E9PJZ6	uc057cwr.1 human
E9PJZ7	uc058erx.1 human
E9PJZ9	uc058doe.1 human
E9PK00	uc058fpt.1 human
E9PK01	uc064rav.1 human
E9PK03	uc058dzh.1 human
E9PK04	uc057xoc.1 human
E9PK05	uc058ign.1 human
E9PK06	uc064rbg.1 human
E9PK07	uc059pul.1 human
E9PK08	uc058enl.1 human
E9PK09	uc063rsz.1 human
E9PK10	uc057hpt.1 human
E9PK11	uc009yls.2 human
E9PK12	uc061bjj.1 human
E9PK13	uc058gew.1 human
E9PK14	uc001gll.5 human
E9PK15	uc011mee.3 human
E9PK16	uc061tfh.1 human
E9PK17	uc057ypa.1 human
E9PK18	uc060ghm.1 human
E9PK19	uc058dha.1 human
E9PK20	uc064kki.1 human
E9PK21	uc057fcm.1 human
E9PK22	uc058gej.1 human
E9PK23	uc057xge.1 human
E9PK24	uc058axa.1 human
E9PK25	uc058dpq.1 human
E9PK26	uc058dcg.1 human
E9PK28	uc058bao.1 human
E9PK29	uc057ofy.1 human
E9PK30	uc059ubh.1 human
E9PK31	uc063rlx.1 human
E9PK33	uc058avq.1 human
E9PK34	uc058iaa.1 human
E9PK36	uc057yum.1 human
E9PK37	uc057xoq.1 human
E9PK39	uc059nxn.1 human
E9PK41	uc058dlx.1 human
E9PK42	uc058dvk.1 human
E9PK43	uc058hyu.1 human
E9PK45	uc058cgk.1 human
E9PK46	uc057yrk.1 human
E9PK47	uc059bkx.1 human
E9PK48	uc057fei.1 human
E9PK49	uc057gum.1 human
E9PK50	uc057zmx.1 human
E9PK51	uc057zye.1 human
E9PK52	uc063riu.1 human
E9PK53	uc058djc.1 human
E9PK54	uc058ipe.1 human
E9PK55	uc058bqd.1 human
E9PK56	uc057evt.1 human
E9PK57	uc064mad.1 human
E9PK58	uc058xnj.1 human
E9PK59	uc058dkr.1 human
E9PK60	uc058icl.1 human
E9PK61	uc031yiv.2 human
E9PK62	uc058hft.1 human
E9PK64	uc058her.1 human
E9PK67	uc064rgg.1 human
E9PK68	uc062yno.1 human
E9PK69	uc058gjq.1 human
E9PK71	uc057xfj.1 human
E9PK72	uc064rbk.1 human
E9PK73	uc058hhr.1 human
E9PK74	uc058iwf.1 human
E9PK75	uc063nuj.1 human
E9PK76	uc058jct.1 human
E9PK78	uc001ozc.4 human
E9PK79	uc058fvz.1 human
E9PK80	uc010qvn.3 human
E9PK81	uc058dfg.1 human
E9PK82	uc058fnj.1 human
E9PK83	uc057yro.1 human
E9PK84	uc064mnq.1 human
E9PK85	uc057zht.1 human
E9PK86	uc058foq.1 human
E9PK87	uc058iqr.1 human
E9PK88	uc058hzi.1 human
E9PK89	uc058cgd.1 human
E9PK90	uc058cmt.1 human
E9PK91	uc063rsl.1 human
E9PK92	uc062gyi.1 human
E9PK93	uc057rhv.1 human
E9PK94	uc058awa.1 human
E9PK96	uc064pow.1 human
E9PK97	uc058bmy.1 human
E9PK98	uc057gma.1 human
E9PK99	uc058fwq.1 human
E9PKA0	uc058ggw.1 human
E9PKA1	uc058bft.1 human
E9PKA2	uc064mbd.1 human
E9PKA3	uc058drb.1 human
E9PKA4	uc057bct.1 human
E9PKA5	uc058fwb.1 human
E9PKA7	uc058ebq.1 human
E9PKA8	uc058hhm.1 human
E9PKB0	uc010rzq.2 human
E9PKB1	uc058isw.1 human
E9PKB3	uc057dmh.1 human
E9PKB5	uc059cdm.1 human
E9PKB6	uc057fri.1 human
E9PKB7	uc001mkk.5 human
E9PKB8	uc003zbd.4 human
E9PKC0	uc057zkp.1 human
E9PKC3	uc057ehe.1 human
E9PKC4	uc057xff.1 human
E9PKC5	uc057zaa.1 human
E9PKC6	uc058aik.1 human
E9PKC7	uc058hgz.1 human
E9PKC8	uc058gze.1 human
E9PKC9	uc057zxr.1 human
E9PKD2	uc064wqa.1 human
E9PKD3	uc058sok.1 human
E9PKD4	uc010uzu.3 human
E9PKD5	uc058bev.1 human
E9PKD6	uc057opt.1 human
E9PKD7	uc058afh.1 human
E9PKD8	uc058arh.1 human
E9PKE0	uc057ytj.1 human
E9PKE1	uc057hpu.1 human
E9PKE2	uc058gbb.1 human
E9PKE3	uc058iou.1 human
E9PKE4	uc064rld.1 human
E9PKE5	uc058deq.1 human
E9PKE6	uc064lzx.1 human
E9PKE7	uc058bkr.1 human
E9PKE9	uc058ewq.1 human
E9PKF0	uc057zgi.1 human
E9PKF1	uc057xqk.1 human
E9PKF2	uc064mcw.1 human
E9PKF3	uc058hax.1 human
E9PKF4	uc002tcx.4 human
E9PKF5	uc058cjg.1 human
E9PKF6	uc058enp.1 human
E9PKF7	uc058guh.1 human
E9PKF8	uc057zbp.1 human
E9PKG0	uc064rgb.1 human
E9PKG1	uc061bho.1 human
E9PKG2	uc057grk.1 human
E9PKG4	uc058enm.1 human
E9PKG5	uc060quc.1 human
E9PKG6	uc057zma.1 human
E9PKG7	uc057zgf.1 human
E9PKG8	uc058dcy.1 human
E9PKH0	uc009wzf.3 human
E9PKH1	uc057mwh.1 human
E9PKH2	uc001owt.4 human
E9PKH3	uc058cml.1 human
E9PKH4	uc058hdy.1 human
E9PKH5	uc058dnl.1 human
E9PKH6	uc058eld.1 human
E9PKH7	uc064rbv.1 human
E9PKH8	uc009ymz.4 human
E9PKH9	uc058ftl.1 human
E9PKI2	uc057yaa.1 human
E9PKI3	uc057zei.1 human
E9PKI4	uc058soc.1 human
E9PKI5	uc063jxu.1 human
E9PKI6	uc063rsm.1 human
E9PKI7	uc059kmc.1 human
E9PKI8	uc057xle.1 human
E9PKI9	uc058xhj.1 human
E9PKJ0	uc057hkn.1 human
E9PKJ1	uc058hbh.1 human
E9PKJ2	uc058ize.1 human
E9PKJ3	uc058gzf.1 human
E9PKJ4	uc061bjh.1 human
E9PKJ5	uc057drs.1 human
E9PKJ6	uc063sfr.1 human
E9PKJ8	uc062llg.1 human
E9PKK0	uc058bkn.1 human
E9PKK2	uc058hwq.1 human
E9PKK3	uc064rbl.1 human
E9PKK4	uc058jgy.1 human
E9PKK7	uc059cbf.1 human
E9PKK8	uc058dxo.1 human
E9PKK9	uc057zdq.1 human
E9PKL1	uc058bow.1 human
E9PKL2	uc058its.1 human
E9PKL3	uc064mbf.1 human
E9PKL4	uc010rfl.3 human
E9PKL5	uc058dru.1 human
E9PKL6	uc057ygg.1 human
E9PKL7	uc064ncv.1 human
E9PKL8	uc058bgl.1 human
E9PKL9	uc064rcq.1 human
E9PKM0	uc058aci.1 human
E9PKM1	uc057ytp.1 human
E9PKM2	uc058eaw.1 human
E9PKM3	uc058bjk.1 human
E9PKM5	uc058cgl.1 human
E9PKM6	uc057txt.1 human
E9PKM7	uc057zgy.1 human
E9PKM9	uc057fyz.1 human
E9PKN0	uc058gal.1 human
E9PKN1	uc057zge.1 human
E9PKN3	uc057ytt.1 human
E9PKN4	uc057jqi.1 human
E9PKN5	uc058hdj.1 human
E9PKN6	uc058fyv.1 human
E9PKN7	uc057yox.1 human
E9PKN8	uc057kzb.1 human
E9PKN9	uc058asi.1 human
E9PKP0	uc001ofm.5 human
E9PKP2	uc064rrc.1 human
E9PKP3	uc001ptk.5 human
E9PKP4	uc057jcn.1 human
E9PKP5	uc059tpj.1 human
E9PKP6	uc058gfm.1 human
E9PKP7	uc060fxx.1 human
E9PKP8	uc058cfo.1 human
E9PKP9	uc058jhu.1 human
E9PKQ0	uc064voo.1 human
E9PKQ1	uc057zic.1 human
E9PKQ3	uc058ivt.1 human
E9PKQ4	uc058gog.1 human
E9PKQ5	uc058gbm.1 human
E9PKQ7	uc064kic.1 human
E9PKQ8	uc057ejn.1 human
E9PKQ9	uc063nte.1 human
E9PKR0	uc009ypz.4 human
E9PKR2	uc057xjf.1 human
E9PKR3	uc058frw.1 human
E9PKR4	uc058eij.1 human
E9PKR5	uc057gam.1 human
E9PKR7	uc057vjq.1 human
E9PKR8	uc059soc.1 human
E9PKR9	uc058chw.1 human
E9PKS0	uc061tfo.1 human
E9PKS2	uc058adj.1 human
E9PKS4	uc064kgk.1 human
E9PKS5	uc031xqf.2 human
E9PKS9	uc058ict.1 human
E9PKT0	uc057ydn.1 human
E9PKT1	uc011efl.2 human
E9PKT2	uc057ysn.1 human
E9PKT3	uc058avv.1 human
E9PKT4	uc058gvl.1 human
E9PKT5	uc058buj.1 human
E9PKT6	uc059mgs.1 human
E9PKT7	uc060ebu.1 human
E9PKT8	uc057xzu.1 human
E9PKT9	uc063dno.1 human
E9PKU1	uc058bfp.1 human
E9PKU2	uc058hvi.1 human
E9PKU3	uc058cxn.1 human
E9PKU4	uc064rqb.1 human
E9PKU6	uc058hkx.1 human
E9PKU7	uc010rma.4 human
E9PKU8	uc058gns.1 human
E9PKU9	uc057zgs.1 human
E9PKV1	uc063row.1 human
E9PKV2	uc057yob.1 human
E9PKV3	uc057ytz.1 human
E9PKV4	uc058dnj.1 human
E9PKV5	uc058bnq.1 human
E9PKV7	uc064mcx.1 human
E9PKV8	uc058cmd.1 human
E9PKV9	uc061bxo.1 human
E9PKW0	uc058hzv.1 human
E9PKW1	uc058dli.1 human
E9PKW2	uc057zxj.1 human
E9PKW3	uc058bln.1 human
E9PKW4	uc059sob.1 human
E9PKW6	uc057zdo.1 human
E9PKW7	uc058dcz.1 human
E9PKW8	uc058bms.1 human
E9PKW9	uc058bbz.1 human
E9PKX0	uc064kii.1 human
E9PKX1	uc057gos.1 human
E9PKX2	uc058gwf.1 human
E9PKX3	uc064mch.1 human
E9PKX4	uc064rdg.1 human
E9PKX5	uc001pde.4 human
E9PKX6	uc057gmb.1 human
E9PKX7	uc058dep.1 human
E9PKX8	uc057yrj.1 human
E9PKX9	uc060qfz.1 human
E9PKY0	uc058bos.1 human
E9PKY2	uc057goq.1 human
E9PKY3	uc057kae.1 human
E9PKY4	uc009wde.4 human
E9PKY5	uc057fcl.1 human
E9PKY6	uc058euw.1 human
E9PKY7	uc058cgm.1 human
E9PKY8	uc058hir.1 human
E9PKY9	uc058ejz.1 human
E9PKZ0	uc064rqc.1 human
E9PKZ1	uc057jdp.1 human
E9PKZ2	uc058ham.1 human
E9PKZ3	uc063rqk.1 human
E9PKZ4	uc058arv.1 human
E9PKZ6	uc057ixd.1 human
E9PKZ7	uc058gdf.1 human
E9PKZ9	uc058gdb.1 human
E9PL00	uc058gkj.1 human
E9PL01	uc058flj.1 human
E9PL03	uc058btf.1 human
E9PL06	uc001ovr.3 human
E9PL08	uc057ife.1 human
E9PL09	uc058fni.1 human
E9PL10	uc057gno.1 human
E9PL11	uc057fgo.1 human
E9PL12	uc064rbe.1 human
E9PL15	uc058eel.1 human
E9PL16	uc058alw.1 human
E9PL17	uc058bns.1 human
E9PL18	uc058bge.1 human
E9PL19	uc064rfg.1 human
E9PL21	uc064rcd.1 human
E9PL23	uc058blx.1 human
E9PL24	uc057kja.1 human
E9PL26	uc060ncm.1 human
E9PL27	uc060xqz.1 human
E9PL28	uc064rrg.1 human
E9PL30	uc064dyb.1 human
E9PL31	uc063suv.1 human
E9PL32	uc064kik.1 human
E9PL33	uc058iuz.1 human
E9PL34	uc057ehr.1 human
E9PL35	uc058fry.1 human
E9PL36	uc057ggn.1 human
E9PL37	uc058dhw.1 human
E9PL38	uc057xdl.1 human
E9PL40	uc058arj.1 human
E9PL41	uc057vkj.1 human
E9PL42	uc057zej.1 human
E9PL44	uc060urx.1 human
E9PL46	uc058afw.1 human
E9PL47	uc057kuq.1 human
E9PL49	uc058fzc.1 human
E9PL50	uc064pom.1 human
E9PL52	uc057zoc.1 human
E9PL53	uc057zph.1 human
E9PL54	uc057zgg.1 human
E9PL55	uc058awz.1 human
E9PL56	uc057ous.1 human
E9PL57	uc059ace.1 human
E9PL58	uc057zqj.1 human
E9PL59	uc057yjl.1 human
E9PL60	uc058dpy.1 human
E9PL61	uc057hku.1 human
E9PL62	uc058alg.1 human
E9PL63	uc060qub.1 human
E9PL65	uc057edh.1 human
E9PL66	uc064pov.1 human
E9PL67	uc058igr.1 human
E9PL69	uc057yfo.1 human
E9PL71	uc064rax.1 human
E9PL73	uc064xxp.1 human
E9PL74	uc057zky.1 human
E9PL75	uc059cdl.1 human
E9PL76	uc063rlv.1 human
E9PL78	uc059abb.1 human
E9PL79	uc010ycy.3 human
E9PL80	uc057mrp.1 human
E9PL81	uc061yeg.1 human
E9PL83	uc057yzl.1 human
E9PL84	uc058jhh.1 human
E9PL85	uc058fyx.1 human
E9PL86	uc057emz.1 human
E9PL87	uc058gvy.1 human
E9PL88	uc057xyd.1 human
E9PL89	uc057gts.1 human
E9PL90	uc057wdk.1 human
E9PL92	uc057txv.1 human
E9PL93	uc057cwq.1 human
E9PL95	uc058jhe.1 human
E9PL96	uc058iti.1 human
E9PL98	uc058btz.1 human
E9PL99	uc057drm.1 human
E9PLA1	uc064rbw.1 human
E9PLA2	uc057jlx.1 human
E9PLA3	uc061bjp.1 human
E9PLA4	uc057mna.1 human
E9PLA6	uc058foj.1 human
E9PLA7	uc058cnr.1 human
E9PLA9	uc058ago.1 human
E9PLB0	uc031xsn.2 human
E9PLB1	uc058dmv.1 human
E9PLB2	uc057yxe.1 human
E9PLB3	uc058goe.1 human
E9PLB4	uc058wvu.1 human
E9PLB5	uc059ckb.1 human
E9PLB6	uc057yup.1 human
E9PLB7	uc062gyh.1 human
E9PLB8	uc058iuy.1 human
E9PLB9	uc064ppa.1 human
E9PLC2	uc062gye.1 human
E9PLC3	uc057nij.1 human
E9PLC4	uc010pbw.3 human
E9PLC5	uc058gny.1 human
E9PLC6	uc058eiv.1 human
E9PLC7	uc064kjk.1 human
E9PLC8	uc061aev.1 human
E9PLC9	uc058dhu.1 human
E9PLD0	uc058duv.1 human
E9PLD1	uc057gqg.1 human
E9PLD2	uc057dno.1 human
E9PLD3	uc058cka.1 human
E9PLD4	uc057jqh.1 human
E9PLD7	uc057yut.1 human
E9PLE0	uc058jhb.1 human
E9PLE1	uc057ipe.1 human
E9PLE2	uc059tpm.1 human
E9PLE4	uc057xgo.1 human
E9PLE5	uc057xck.1 human
E9PLE7	uc057gfk.1 human
E9PLE8	uc064rgw.1 human
E9PLE9	uc057zly.1 human
E9PLF1	uc057jbe.1 human
E9PLF2	uc058blq.1 human
E9PLF3	uc064rlq.1 human
E9PLF4	uc058ipd.1 human
E9PLF5	uc057yca.1 human
E9PLF6	uc057zut.1 human
E9PLF7	uc059ubi.1 human
E9PLF8	uc059nxk.1 human
E9PLF9	uc058hwv.1 human
E9PLG0	uc061gwt.1 human
E9PLG2	uc058bfa.1 human
E9PLG3	uc057fqe.1 human
E9PLG4	uc060nxi.1 human
E9PLG6	uc057xft.1 human
E9PLG7	uc058frn.1 human
E9PLG8	uc064rhy.1 human
E9PLG9	uc057dix.1 human
E9PLH0	uc057glx.1 human
E9PLH1	uc057xjt.1 human
E9PLH2	uc060vbo.1 human
E9PLH3	uc057etv.1 human
E9PLH5	uc057ytb.1 human
E9PLH6	uc057yuh.1 human
E9PLH8	uc058gwp.1 human
E9PLH9	uc064rcw.1 human
E9PLI3	uc058dfh.1 human
E9PLI4	uc058ikw.1 human
E9PLI5	uc057xlm.1 human
E9PLI6	uc058dsr.1 human
E9PLI7	uc060wlh.1 human
E9PLI9	uc057uzs.1 human
E9PLJ0	uc057yxd.1 human
E9PLJ1	uc058bst.1 human
E9PLJ2	uc057jii.1 human
E9PLJ3	uc058dpu.1 human
E9PLJ4	uc063mkr.1 human
E9PLJ5	uc058fze.1 human
E9PLJ6	uc058alc.1 human
E9PLJ7	uc057kzo.1 human
E9PLJ8	uc058gfj.1 human
E9PLK2	uc057hzw.1 human
E9PLK3	uc010wkt.3 human
E9PLK4	uc058chv.1 human
E9PLK5	uc063rlo.1 human
E9PLK6	uc057yzy.1 human
E9PLK7	uc057hum.1 human
E9PLK9	uc058fus.1 human
E9PLL0	uc060vig.1 human
E9PLL1	uc058dfk.1 human
E9PLL2	uc057fqv.1 human
E9PLL4	uc058bcl.1 human
E9PLL6	uc057ysl.1 human
E9PLL7	uc063rhk.1 human
E9PLL8	uc064rce.1 human
E9PLL9	uc058gmb.1 human
E9PLM0	uc058htb.1 human
E9PLM2	uc058acw.1 human
E9PLM3	uc009yvg.2 human
E9PLM5	uc057fsf.1 human
E9PLM6	uc058awr.1 human
E9PLM8	uc010rvt.3 human
E9PLM9	uc064rmo.1 human
E9PLN0	uc063rps.1 human
E9PLN1	uc058hfv.1 human
E9PLN2	uc057xki.1 human
E9PLN3	uc057yay.1 human
E9PLN4	uc057yxp.1 human
E9PLN6	uc063rmg.1 human
E9PLN7	uc057hrp.1 human
E9PLN8	uc059tkr.1 human
E9PLP0	uc057yac.1 human
E9PLP1	uc058blu.1 human
E9PLP2	uc057luw.1 human
E9PLP4	uc058amv.1 human
E9PLP5	uc064psy.1 human
E9PLP7	uc058fwf.1 human
E9PLP8	uc058afa.1 human
E9PLQ0	uc058dbs.1 human
E9PLQ2	uc057ixo.1 human
E9PLQ5	uc057rcf.1 human
E9PLQ7	uc057rcl.1 human
E9PLQ9	uc060qgg.1 human
E9PLR0	uc057zmg.1 human
E9PLR1	uc058bob.1 human
E9PLR2	uc057yuj.1 human
E9PLR3	uc057nyq.1 human
E9PLR4	uc063rpe.1 human
E9PLR5	uc057zlx.1 human
E9PLR6	uc057sqm.1 human
E9PLR7	uc058ewn.1 human
E9PLR8	uc058dda.1 human
E9PLR9	uc009yrg.3 human
E9PLS0	uc057nam.1 human
E9PLS2	uc058gwn.1 human
E9PLS3	uc058jhv.1 human
E9PLS4	uc058aue.1 human
E9PLS5	uc064nnk.1 human
E9PLS6	uc064rbz.1 human
E9PLS7	uc057yxr.1 human
E9PLS8	uc058htw.1 human
E9PLS9	uc058dfi.1 human
E9PLT0	uc057jqa.1 human
E9PLT1	uc011kgv.3 human
E9PLT2	uc060fyc.1 human
E9PLT3	uc058sny.1 human
E9PLT4	uc057fyl.1 human
E9PLT5	uc057mmy.1 human
E9PLT6	uc057diw.1 human
E9PLT7	uc060xrc.1 human
E9PLT8	uc064rbx.1 human
E9PLT9	uc058iqi.1 human
E9PLU0	uc058aic.1 human
E9PLU1	uc057dnt.1 human
E9PLU3	uc057zug.1 human
E9PLU5	uc058auz.1 human
E9PLU6	uc058xng.1 human
E9PLU7	uc059vis.1 human
E9PLU9	uc060qgc.1 human
E9PLV0	uc058bjl.1 human
E9PLV1	uc058jcf.1 human
E9PLV2	uc058gzc.1 human
E9PLV3	uc010sce.3 human
E9PLV4	uc058avc.1 human
E9PLV5	uc062fop.1 human
E9PLV6	uc064rhx.1 human
E9PLV7	uc061yai.1 human
E9PLV8	uc058cms.1 human
E9PLV9	uc010akj.5 human
E9PLW0	uc009xgw.5 human
E9PLW1	uc058bls.1 human
E9PLW2	uc064plv.1 human
E9PLW3	uc021yvv.3 human
E9PLW4	uc057hzv.1 human
E9PLW5	uc064kiw.1 human
E9PLW6	uc058gzk.1 human
E9PLW9	uc057ybv.1 human
E9PLX0	uc058dhs.1 human
E9PLX1	uc057ixj.1 human
E9PLX2	uc057zai.1 human
E9PLX3	uc057jdw.1 human
E9PLX4	uc059aih.1 human
E9PLX6	uc057xjd.1 human
E9PLX7	uc057yso.1 human
E9PLX9	uc058gmf.1 human
E9PLY0	uc009vvq.2 human
E9PLY3	uc064khx.1 human
E9PLY4	uc058fza.1 human
E9PLY5	uc057ezy.1 human
E9PLY6	uc063rfe.1 human
E9PLY7	uc063brb.1 human
E9PLY8	uc057ixq.1 human
E9PLZ0	uc058ewi.1 human
E9PLZ2	uc058euq.1 human
E9PLZ3	uc057xhg.1 human
E9PLZ4	uc057ztc.1 human
E9PLZ6	uc057xop.1 human
E9PLZ7	uc057zxo.1 human
E9PLZ8	uc060vii.1 human
E9PLZ9	uc058frz.1 human
E9PM00	uc058eul.1 human
E9PM01	uc057xlc.1 human
E9PM03	uc057eir.1 human
E9PM04	uc058gwm.1 human
E9PM05	uc058iuw.1 human
E9PM06	uc058eme.1 human
E9PM07	uc057gso.1 human
E9PM09	uc057lyl.1 human
E9PM10	uc058fwr.1 human
E9PM11	uc064rhq.1 human
E9PM12	uc058ell.1 human
E9PM13	uc058iow.1 human
E9PM14	uc058fvn.1 human
E9PM16	uc064rqw.1 human
E9PM17	uc010rso.3 human
E9PM18	uc058azz.1 human
E9PM19	uc010dxe.4 human
E9PM20	uc058gmw.1 human
E9PM21	uc058bsd.1 human
E9PM22	uc057zmh.1 human
E9PM23	uc057hkp.1 human
E9PM24	uc058ozd.1 human
E9PM26	uc058btx.1 human
E9PM27	uc059cob.1 human
E9PM28	uc057zwa.1 human
E9PM29	uc060ebv.1 human
E9PM30	uc061gwu.1 human
E9PM31	uc057xxk.1 human
E9PM32	uc057yuv.1 human
E9PM34	uc057xkf.1 human
E9PM35	uc058fmv.1 human
E9PM36	uc059pdj.1 human
E9PM37	uc060mco.1 human
E9PM39	uc057xih.1 human
E9PM43	uc058aqw.1 human
E9PM45	uc064kiy.1 human
E9PM47	uc058dnp.1 human
E9PM49	uc058dgh.1 human
E9PM51	uc057zqo.1 human
E9PM52	uc057xdh.1 human
E9PM53	uc057fyq.1 human
E9PM57	uc064qiw.1 human
E9PM58	uc058bgh.1 human
E9PM59	uc058gnh.1 human
E9PM60	uc064lzv.1 human
E9PM61	uc058eaj.1 human
E9PM62	uc057hkm.1 human
E9PM63	uc058bax.1 human
E9PM64	uc001mdy.2 human
E9PM65	uc058ivw.1 human
E9PM66	uc064rby.1 human
E9PM67	uc058cgx.1 human
E9PM68	uc057edd.1 human
E9PM69	uc058beu.1 human
E9PM70	uc057izi.1 human
E9PM71	uc001mjk.6 human
E9PM72	uc058goh.1 human
E9PM74	uc058iky.1 human
E9PM75	uc010qvp.3 human
E9PM76	uc059soa.1 human
E9PM77	uc058guk.1 human
E9PM78	uc058gwl.1 human
E9PM79	uc001xfk.4 human
E9PM81	uc057eit.1 human
E9PM82	uc057txr.1 human
E9PM83	uc058dun.1 human
E9PM84	uc057yue.1 human
E9PM86	uc064rgs.1 human
